,workflow_name,run_name,product_name,artefact_name,artefact_path,datetime
278,s2-preprocess,v1.0,S2B_MSIL2A_20190916T135109_N0213_R024_T22MCT_20190916T192643,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/16/0/R20m/B12.jp2,2019-09-16 13:51:09
279,s2-preprocess,v1.0,S2B_MSIL2A_20190916T135109_N0213_R024_T22MCT_20190916T192643,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/16/0/R20m/B8A.jp2,2019-09-16 13:51:09
54,s2-generate_cloud_masks,v1.0-v2.0,S2B_MSIL2A_20190916T135109_N0213_R024_T22MCT_20190916T192643,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2B_MSIL2A_20190916T135109_N0213_R024_T22MCT_20190916T192643/cloud_mask/mask_0.0_certainty.tif,2019-09-16 13:51:09
280,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R10m/B02.jp2,2019-09-21 13:51:11
281,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R10m/B03.jp2,2019-09-21 13:51:11
282,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R10m/B04.jp2,2019-09-21 13:51:11
283,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R20m/B05.jp2,2019-09-21 13:51:11
284,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R20m/B06.jp2,2019-09-21 13:51:11
285,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R20m/B07.jp2,2019-09-21 13:51:11
286,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R10m/B08.jp2,2019-09-21 13:51:11
287,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R20m/B11.jp2,2019-09-21 13:51:11
288,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R20m/B12.jp2,2019-09-21 13:51:11
289,s2-preprocess,v1.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/21/0/R20m/B8A.jp2,2019-09-21 13:51:11
56,s2-generate_cloud_masks,v1.0-v2.0,S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2A_MSIL2A_20190921T135111_N0213_R024_T22MCT_20190921T162235/cloud_mask/mask_0.0_certainty.tif,2019-09-21 13:51:11
290,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R10m/B02.jp2,2019-09-26 13:51:09
291,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R10m/B03.jp2,2019-09-26 13:51:09
292,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R10m/B04.jp2,2019-09-26 13:51:09
293,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R20m/B05.jp2,2019-09-26 13:51:09
294,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R20m/B06.jp2,2019-09-26 13:51:09
295,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R20m/B07.jp2,2019-09-26 13:51:09
296,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R10m/B08.jp2,2019-09-26 13:51:09
297,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R20m/B11.jp2,2019-09-26 13:51:09
298,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R20m/B12.jp2,2019-09-26 13:51:09
299,s2-preprocess,v1.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/9/26/0/R20m/B8A.jp2,2019-09-26 13:51:09
58,s2-generate_cloud_masks,v1.0-v2.0,S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2B_MSIL2A_20190926T135109_N0213_R024_T22MCT_20190926T175851/cloud_mask/mask_0.0_certainty.tif,2019-09-26 13:51:09
