,workflow_name,run_name,product_name,artefact_name,artefact_path,datetime
0,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R10m/B02.jp2,2019-05-04 13:51:21
1,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R10m/B03.jp2,2019-05-04 13:51:21
2,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R10m/B04.jp2,2019-05-04 13:51:21
3,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R20m/B05.jp2,2019-05-04 13:51:21
4,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R20m/B06.jp2,2019-05-04 13:51:21
5,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R20m/B07.jp2,2019-05-04 13:51:21
6,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R10m/B08.jp2,2019-05-04 13:51:21
7,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R20m/B11.jp2,2019-05-04 13:51:21
8,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R20m/B12.jp2,2019-05-04 13:51:21
9,s2-preprocess,v1.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/4/0/R20m/B8A.jp2,2019-05-04 13:51:21
0,s2-generate_cloud_masks,v1.0-v2.0,S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2A_MSIL2A_20190504T135121_N0211_R024_T22MCT_20190504T160455/cloud_mask/mask_0.0_certainty.tif,2019-05-04 13:51:21
10,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R10m/B02.jp2,2019-05-09 13:51:19
11,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R10m/B03.jp2,2019-05-09 13:51:19
12,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R10m/B04.jp2,2019-05-09 13:51:19
13,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R20m/B05.jp2,2019-05-09 13:51:19
14,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R20m/B06.jp2,2019-05-09 13:51:19
15,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R20m/B07.jp2,2019-05-09 13:51:19
16,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R10m/B08.jp2,2019-05-09 13:51:19
17,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R20m/B11.jp2,2019-05-09 13:51:19
18,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R20m/B12.jp2,2019-05-09 13:51:19
19,s2-preprocess,v1.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/9/0/R20m/B8A.jp2,2019-05-09 13:51:19
2,s2-generate_cloud_masks,v1.0-v2.0,S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2B_MSIL2A_20190509T135119_N0212_R024_T22MCT_20190509T160727/cloud_mask/mask_0.0_certainty.tif,2019-05-09 13:51:19
20,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R10m/B02.jp2,2019-05-14 13:51:21
21,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R10m/B03.jp2,2019-05-14 13:51:21
22,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R10m/B04.jp2,2019-05-14 13:51:21
23,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R20m/B05.jp2,2019-05-14 13:51:21
24,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R20m/B06.jp2,2019-05-14 13:51:21
25,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R20m/B07.jp2,2019-05-14 13:51:21
26,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R10m/B08.jp2,2019-05-14 13:51:21
27,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R20m/B11.jp2,2019-05-14 13:51:21
28,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R20m/B12.jp2,2019-05-14 13:51:21
29,s2-preprocess,v1.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/14/0/R20m/B8A.jp2,2019-05-14 13:51:21
4,s2-generate_cloud_masks,v1.0-v2.0,S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2A_MSIL2A_20190514T135121_N0212_R024_T22MCT_20190514T160622/cloud_mask/mask_0.0_certainty.tif,2019-05-14 13:51:21
30,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R10m/B02.jp2,2019-05-19 13:51:19
31,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R10m/B03.jp2,2019-05-19 13:51:19
32,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R10m/B04.jp2,2019-05-19 13:51:19
33,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R20m/B05.jp2,2019-05-19 13:51:19
34,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R20m/B06.jp2,2019-05-19 13:51:19
35,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R20m/B07.jp2,2019-05-19 13:51:19
36,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R10m/B08.jp2,2019-05-19 13:51:19
37,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R20m/B11.jp2,2019-05-19 13:51:19
38,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R20m/B12.jp2,2019-05-19 13:51:19
39,s2-preprocess,v1.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/19/0/R20m/B8A.jp2,2019-05-19 13:51:19
6,s2-generate_cloud_masks,v1.0-v2.0,S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2B_MSIL2A_20190519T135119_N0212_R024_T22MCT_20190519T160516/cloud_mask/mask_0.0_certainty.tif,2019-05-19 13:51:19
40,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R10m/B02.jp2,2019-05-24 13:51:21
41,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R10m/B03.jp2,2019-05-24 13:51:21
42,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R10m/B04.jp2,2019-05-24 13:51:21
43,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R20m/B05.jp2,2019-05-24 13:51:21
44,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R20m/B06.jp2,2019-05-24 13:51:21
45,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R20m/B07.jp2,2019-05-24 13:51:21
46,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R10m/B08.jp2,2019-05-24 13:51:21
47,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R20m/B11.jp2,2019-05-24 13:51:21
48,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R20m/B12.jp2,2019-05-24 13:51:21
49,s2-preprocess,v1.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/24/0/R20m/B8A.jp2,2019-05-24 13:51:21
8,s2-generate_cloud_masks,v1.0-v2.0,S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2A_MSIL2A_20190524T135121_N0212_R024_T22MCT_20190524T161941/cloud_mask/mask_0.0_certainty.tif,2019-05-24 13:51:21
50,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R10m/B02.jp2,2019-05-29 13:51:19
51,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R10m/B03.jp2,2019-05-29 13:51:19
52,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R10m/B04.jp2,2019-05-29 13:51:19
53,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R20m/B05.jp2,2019-05-29 13:51:19
54,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R20m/B06.jp2,2019-05-29 13:51:19
55,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R20m/B07.jp2,2019-05-29 13:51:19
56,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R10m/B08.jp2,2019-05-29 13:51:19
57,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R20m/B11.jp2,2019-05-29 13:51:19
58,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R20m/B12.jp2,2019-05-29 13:51:19
59,s2-preprocess,v1.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/5/29/0/R20m/B8A.jp2,2019-05-29 13:51:19
10,s2-generate_cloud_masks,v1.0-v2.0,S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2B_MSIL2A_20190529T135119_N0212_R024_T22MCT_20190529T193730/cloud_mask/mask_0.0_certainty.tif,2019-05-29 13:51:19
60,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R10m/B02.jp2,2019-06-03 13:51:11
61,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R10m/B03.jp2,2019-06-03 13:51:11
62,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R10m/B04.jp2,2019-06-03 13:51:11
63,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R20m/B05.jp2,2019-06-03 13:51:11
64,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R20m/B06.jp2,2019-06-03 13:51:11
65,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R20m/B07.jp2,2019-06-03 13:51:11
66,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R10m/B08.jp2,2019-06-03 13:51:11
67,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R20m/B11.jp2,2019-06-03 13:51:11
68,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R20m/B12.jp2,2019-06-03 13:51:11
69,s2-preprocess,v1.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/3/0/R20m/B8A.jp2,2019-06-03 13:51:11
12,s2-generate_cloud_masks,v1.0-v2.0,S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2A_MSIL2A_20190603T135111_N0212_R024_T22MCT_20190603T161651/cloud_mask/mask_0.0_certainty.tif,2019-06-03 13:51:11
70,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R10m/B02.jp2,2019-06-08 13:51:19
71,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R10m/B03.jp2,2019-06-08 13:51:19
72,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R10m/B04.jp2,2019-06-08 13:51:19
73,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R20m/B05.jp2,2019-06-08 13:51:19
74,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R20m/B06.jp2,2019-06-08 13:51:19
75,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R20m/B07.jp2,2019-06-08 13:51:19
76,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R10m/B08.jp2,2019-06-08 13:51:19
77,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R20m/B11.jp2,2019-06-08 13:51:19
78,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R20m/B12.jp2,2019-06-08 13:51:19
79,s2-preprocess,v1.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/8/0/R20m/B8A.jp2,2019-06-08 13:51:19
14,s2-generate_cloud_masks,v1.0-v2.0,S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2B_MSIL2A_20190608T135119_N0212_R024_T22MCT_20190608T175825/cloud_mask/mask_0.0_certainty.tif,2019-06-08 13:51:19
80,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R10m/B02.jp2,2019-06-13 13:51:21
81,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R10m/B03.jp2,2019-06-13 13:51:21
82,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R10m/B04.jp2,2019-06-13 13:51:21
83,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R20m/B05.jp2,2019-06-13 13:51:21
84,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R20m/B06.jp2,2019-06-13 13:51:21
85,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R20m/B07.jp2,2019-06-13 13:51:21
86,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R10m/B08.jp2,2019-06-13 13:51:21
87,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R20m/B11.jp2,2019-06-13 13:51:21
88,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R20m/B12.jp2,2019-06-13 13:51:21
89,s2-preprocess,v1.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/13/0/R20m/B8A.jp2,2019-06-13 13:51:21
16,s2-generate_cloud_masks,v1.0-v2.0,S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2A_MSIL2A_20190613T135121_N0212_R024_T22MCT_20190615T154837/cloud_mask/mask_0.0_certainty.tif,2019-06-13 13:51:21
90,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R10m/B02.jp2,2019-06-18 13:51:19
91,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R10m/B03.jp2,2019-06-18 13:51:19
92,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R10m/B04.jp2,2019-06-18 13:51:19
93,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R20m/B05.jp2,2019-06-18 13:51:19
94,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R20m/B06.jp2,2019-06-18 13:51:19
95,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B07,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R20m/B07.jp2,2019-06-18 13:51:19
96,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B08,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R10m/B08.jp2,2019-06-18 13:51:19
97,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B11,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R20m/B11.jp2,2019-06-18 13:51:19
98,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B12,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R20m/B12.jp2,2019-06-18 13:51:19
99,s2-preprocess,v1.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,B8A,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/18/0/R20m/B8A.jp2,2019-06-18 13:51:19
18,s2-generate_cloud_masks,v1.0-v2.0,S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944,cloud_mask,s3://mantlelabs-eu-s2/s2-generate_cloud_masks/v1.0-v2.0/S2B_MSIL2A_20190618T135119_N0212_R024_T22MCT_20190618T192944/cloud_mask/mask_0.0_certainty.tif,2019-06-18 13:51:19
100,s2-preprocess,v1.0,S2A_MSIL2A_20190623T135121_N0212_R024_T22MCT_20190623T175900,B02,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/23/0/R10m/B02.jp2,2019-06-23 13:51:21
101,s2-preprocess,v1.0,S2A_MSIL2A_20190623T135121_N0212_R024_T22MCT_20190623T175900,B03,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/23/0/R10m/B03.jp2,2019-06-23 13:51:21
102,s2-preprocess,v1.0,S2A_MSIL2A_20190623T135121_N0212_R024_T22MCT_20190623T175900,B04,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/23/0/R10m/B04.jp2,2019-06-23 13:51:21
103,s2-preprocess,v1.0,S2A_MSIL2A_20190623T135121_N0212_R024_T22MCT_20190623T175900,B05,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/23/0/R20m/B05.jp2,2019-06-23 13:51:21
104,s2-preprocess,v1.0,S2A_MSIL2A_20190623T135121_N0212_R024_T22MCT_20190623T175900,B06,s3://sentinel-s2-l2a/tiles/22/M/CT/2019/6/23/0/R20m/B06.jp2,2019-06-23 13:51:21
